# r z psiT2 psiL2
0.0558042 0.0600009 0.212045 0.00109608
0.0593381 0.0600009 0.1874 0.00105074
0.0630957 0.0600009 0.165606 0.00100697
0.0670914 0.0600009 0.146333 0.000964673
0.07134 0.0600009 0.12929 0.000923759
0.0758578 0.0600009 0.114219 0.000884155
0.0806616 0.0600009 0.100892 0.000845797
0.0857696 0.0600009 0.0891087 0.000808626
0.0912011 0.0600009 0.0786894 0.000772591
0.0969765 0.0600009 0.0694769 0.000737645
0.103118 0.0600009 0.0613317 0.00070375
0.109648 0.0600009 0.0541305 0.00067087
0.116591 0.0600009 0.0477643 0.000638973
0.123975 0.0600009 0.0421364 0.000608033
0.131826 0.0600009 0.0371617 0.000578026
0.140174 0.0600009 0.0327646 0.000548931
0.14905 0.0600009 0.0288784 0.000520728
0.158489 0.0600009 0.025444 0.000493401
0.168526 0.0600009 0.0224092 0.000466937
0.179198 0.0600009 0.0197279 0.000441321
0.190546 0.0600009 0.0173592 0.000416544
0.202613 0.0600009 0.015267 0.000392595
0.215443 0.0600009 0.0134193 0.000369464
0.229087 0.0600009 0.0117879 0.000347144
0.243594 0.0600009 0.0103478 0.000325627
0.25902 0.0600009 0.00907685 0.000304908
0.275423 0.0600009 0.00795553 0.000284978
0.292864 0.0600009 0.00696654 0.000265832
0.311411 0.0600009 0.00609459 0.000247465
0.331131 0.0600009 0.00532614 0.00022987
0.352101 0.0600009 0.00464922 0.000213041
0.374398 0.0600009 0.00405324 0.000196973
0.398107 0.0600009 0.00352884 0.000181658
0.423318 0.0600009 0.00306772 0.000167089
0.450125 0.0600009 0.00266256 0.000153259
0.47863 0.0600009 0.00230687 0.00014016
0.50894 0.0600009 0.00199489 0.000127783
0.54117 0.0600009 0.00172156 0.000116117
0.57544 0.0600009 0.00148235 0.000105151
0.611881 0.0600009 0.00127331 9.48735e-05
0.650629 0.0600009 0.00109088 8.5271e-05
0.691831 0.0600009 0.000931946 7.63287e-05
0.735642 0.0600009 0.000793738 6.80308e-05
0.782228 0.0600009 0.000673797 6.03597e-05
0.831764 0.0600009 0.000569947 5.32967e-05
0.884437 0.0600009 0.000480253 4.68215e-05
0.940445 0.0600009 0.000403003 4.09124e-05
1 0.0600009 0.000336674 3.55461e-05
1.06333 0.0600009 0.000279915 3.06982e-05
1.13066 0.0600009 0.000231527 2.6343e-05
1.20226 0.0600009 0.000190444 2.24535e-05
1.2784 0.0600009 0.00015572 1.9002e-05
1.35936 0.0600009 0.000126516 1.59596e-05
1.44544 0.0600009 0.000102084 1.32971e-05
1.53697 0.0600009 8.17668e-05 1.09849e-05
1.63431 0.0600009 6.49778e-05 8.99329e-06
1.7378 0.0600009 5.12012e-05 7.29264e-06
1.84785 0.0600009 3.99817e-05 5.8539e-06
1.96487 0.0600009 3.09194e-05 4.6487e-06
2.0893 0.0600009 2.36643e-05 3.64971e-06
2.2216 0.0600009 1.79118e-05 2.83089e-06
2.36229 0.0600009 1.33978e-05 2.16772e-06
2.51189 0.0600009 9.89509e-06 1.63741e-06
2.67096 0.0600009 7.20985e-06 1.21904e-06
2.8401 0.0600009 5.17787e-06 8.93713e-07
3.01995 0.0600009 3.6616e-06 6.44591e-07
3.21119 0.0600009 2.54704e-06 4.56917e-07
3.41455 0.0600009 1.74086e-06 3.17972e-07
3.63078 0.0600009 1.16774e-06 2.16991e-07
3.86071 0.0600009 7.67795e-07 1.45034e-07
4.10519 0.0600009 4.94178e-07 9.48211e-08
4.36516 0.0600009 3.10923e-07 6.05553e-08
4.64159 0.0600009 1.90942e-07 3.77201e-08
4.93552 0.0600009 1.14273e-07 2.28818e-08
5.24807 0.0600009 6.65346e-08 1.34953e-08
5.58042 0.0600009 3.76213e-08 7.72477e-09
5.93381 0.0600009 2.06194e-08 4.28333e-09
6.30957 0.0600009 1.0932e-08 2.29617e-09
6.70914 0.0600009 5.59455e-09 1.18749e-09
7.134 0.0600009 2.75732e-09 5.91125e-10
7.58578 0.0600009 1.3056e-09 2.82558e-10
8.06616 0.0600009 5.92399e-10 1.29362e-10
8.57696 0.0600009 2.56868e-10 5.6571e-11
9.12011 0.0600009 1.06129e-10 2.35622e-11
9.69765 0.0600009 4.16523e-11 9.31829e-12
10.3118 0.0600009 1.54775e-11 3.48767e-12
10.9648 0.0600009 5.42624e-12 1.23113e-12
11.6591 0.0600009 1.78822e-12 4.08354e-13
12.3975 0.0600009 5.51758e-13 1.26772e-13
13.1826 0.0600009 1.58731e-13 3.6682e-14
14.0174 0.0600009 4.23857e-14 9.84893e-15
14.905 0.0600009 1.0456e-14 2.4422e-15
15.8489 0.0600009 2.37084e-15 5.56472e-16
16.8526 0.0600009 4.91482e-16 1.15892e-16
17.9198 0.0600009 9.26196e-17 2.19354e-17
19.0546 0.0600009 1.57709e-17 3.7505e-18
20.2613 0.0600009 2.41086e-18 5.75563e-19
21.5443 0.0600009 3.28603e-19 7.87385e-20
22.9087 0.0600009 3.96455e-20 9.53268e-21
24.3594 0.0600009 4.20124e-21 1.01348e-21
25.902 0.0600009 3.87833e-22 9.38478e-23
27.5423 0.0600009 3.09169e-23 7.50305e-24
29.2864 0.0600009 2.10857e-24 5.13123e-25
31.1411 0.0600009 1.21822e-25 2.97223e-26
33.1131 0.0600009 5.8998e-27 1.44296e-27
35.2101 0.0600009 2.36846e-28 5.80605e-29
37.4398 0.0600009 7.7884e-30 1.91339e-30
39.8107 0.0600009 2.07152e-31 5.09954e-32
42.3318 0.0600009 4.39694e-33 1.08449e-33
45.0125 0.0600009 7.34213e-35 1.8142e-35
47.863 0.0600009 9.49952e-37 2.35129e-37
50.894 0.0600009 9.37064e-39 2.32313e-39
54.117 0.0600009 6.92725e-41 1.71997e-41
57.544 0.0600009 3.76824e-43 9.36957e-44
61.1881 0.0600009 1.47932e-45 3.68322e-46
65.0629 0.0600009 4.10546e-48 1.02347e-48
69.1831 0.0600009 7.87939e-51 1.96663e-51
73.5642 0.0600009 1.02167e-53 2.55286e-54
78.2228 0.0600009 8.73017e-57 2.18373e-57
83.1764 0.0600009 4.7881e-60 1.19887e-60
88.4437 0.0600009 1.63883e-63 4.10722e-64
94.0445 0.0600009 3.39752e-67 8.52236e-68
100 0.0600009 4.13295e-71 1.03757e-71

1e-06 0.0700009 6.51699e+08 195083
1.06333e-06 0.0700009 5.76386e+08 172538
1.13066e-06 0.0700009 5.09777e+08 152599
1.20226e-06 0.0700009 4.50865e+08 134964
1.2784e-06 0.0700009 3.98762e+08 119367
1.35936e-06 0.0700009 3.52679e+08 105573
1.44544e-06 0.0700009 3.11923e+08 93372.4
1.53697e-06 0.0700009 2.75876e+08 82581.9
1.63431e-06 0.0700009 2.43995e+08 73038.5
1.7378e-06 0.0700009 2.15798e+08 64597.9
1.84785e-06 0.0700009 1.90859e+08 57132.8
1.96487e-06 0.0700009 1.68803e+08 50530.3
2.0893e-06 0.0700009 1.49296e+08 44690.8
2.2216e-06 0.0700009 1.32042e+08 39526.2
2.36229e-06 0.0700009 1.16783e+08 34958.4
2.51189e-06 0.0700009 1.03287e+08 30918.5
2.67096e-06 0.0700009 9.1351e+07 27345.5
2.8401e-06 0.0700009 8.07942e+07 24185.3
3.01995e-06 0.0700009 7.14573e+07 21390.4
3.21119e-06 0.0700009 6.31995e+07 18918.4
3.41455e-06 0.0700009 5.58959e+07 16732.2
3.63078e-06 0.0700009 4.94364e+07 14798.5
3.86071e-06 0.0700009 4.37234e+07 13088.4
4.10519e-06 0.0700009 3.86705e+07 11575.8
4.36516e-06 0.0700009 3.42016e+07 10238.1
4.64159e-06 0.0700009 3.02492e+07 9054.95
4.93552e-06 0.0700009 2.67535e+07 8008.53
5.24807e-06 0.0700009 2.36617e+07 7083.04
5.58042e-06 0.0700009 2.09273e+07 6264.5
5.93381e-06 0.0700009 1.85089e+07 5540.55
6.30957e-06 0.0700009 1.63699e+07 4900.27
6.70914e-06 0.0700009 1.44782e+07 4333.98
7.134e-06 0.0700009 1.2805e+07 3833.13
7.58578e-06 0.0700009 1.13252e+07 3390.16
8.06616e-06 0.0700009 1.00164e+07 2998.39
8.57696e-06 0.0700009 8.85891e+06 2651.88
9.12011e-06 0.0700009 7.83514e+06 2345.43
9.69765e-06 0.0700009 6.92968e+06 2074.38
1.03118e-05 0.0700009 6.12887e+06 1834.66
1.09648e-05 0.0700009 5.42059e+06 1622.64
1.16591e-05 0.0700009 4.79417e+06 1435.13
1.23975e-05 0.0700009 4.24014e+06 1269.28
1.31826e-05 0.0700009 3.75013e+06 1122.6
1.40174e-05 0.0700009 3.31676e+06 992.87
1.4905e-05 0.0700009 2.93346e+06 878.132
1.58489e-05 0.0700009 2.59446e+06 776.654
1.68526e-05 0.0700009 2.29463e+06 686.903
1.79198e-05 0.0700009 2.02946e+06 607.524
1.90546e-05 0.0700009 1.79493e+06 537.318
2.02613e-05 0.0700009 1.5875e+06 475.225
2.15443e-05 0.0700009 1.40404e+06 420.308
2.29087e-05 0.0700009 1.24179e+06 371.737
2.43594e-05 0.0700009 1.09828e+06 328.78
2.5902e-05 0.0700009 971360 290.786
2.75423e-05 0.0700009 859106 257.184
2.92864e-05 0.0700009 759825 227.464
3.11411e-05 0.0700009 672017 201.179
3.31131e-05 0.0700009 594356 177.932
3.52101e-05 0.0700009 525670 157.371
3.74398e-05 0.0700009 464922 139.186
3.98107e-05 0.0700009 411194 123.103
4.23318e-05 0.0700009 363675 108.878
4.50125e-05 0.0700009 321647 96.297
4.7863e-05 0.0700009 284477 85.17
5.0894e-05 0.0700009 251602 75.3289
5.4117e-05 0.0700009 222526 66.625
5.7544e-05 0.0700009 196810 58.9269
6.11881e-05 0.0700009 174066 52.1185
6.50629e-05 0.0700009 153950 46.0968
6.91831e-05 0.0700009 136159 40.771
7.35642e-05 0.0700009 120424 36.0607
7.82228e-05 0.0700009 106507 31.8946
8.31764e-05 0.0700009 94199.1 28.21
8.84437e-05 0.0700009 83313.1 24.9512
9.40445e-05 0.0700009 73685.2 22.069
0.0001 0.0700009 65169.9 19.5198
0.000106333 0.0700009 57638.6 17.2652
0.000113066 0.0700009 50977.7 15.2712
0.000120226 0.0700009 45086.5 13.5076
0.00012784 0.0700009 39876.2 11.9477
0.000135936 0.0700009 35267.9 10.5681
0.000144544 0.0700009 31192.3 9.34794
0.000153697 0.0700009 27587.6 8.26875
0.000163431 0.0700009 24399.5 7.31427
0.00017378 0.0700009 21579.8 6.47007
0.000184785 0.0700009 19085.9 5.72341
0.000196487 0.0700009 16880.3 5.06303
0.00020893 0.0700009 14929.5 4.47894
0.00022216 0.0700009 13204.2 3.96234
0.000236229 0.0700009 11678.3 3.50543
0.000251189 0.0700009 10328.7 3.1013
0.000267096 0.0700009 9135.1 2.74386
0.00028401 0.0700009 8079.42 2.42772
0.000301995 0.0700009 7145.73 2.14809
0.000321119 0.0700009 6319.94 1.90077
0.000341455 0.0700009 5589.59 1.68201
0.000363078 0.0700009 4943.64 1.48851
0.000386071 0.0700009 4372.33 1.31737
0.000410519 0.0700009 3867.05 1.16599
0.000436516 0.0700009 3420.16 1.03209
0.000464159 0.0700009 3024.91 0.913647
0.000493552 0.0700009 2675.34 0.808881
0.000524807 0.0700009 2366.17 0.716208
0.000558042 0.0700009 2092.73 0.634232
0.000593381 0.0700009 1850.88 0.561715
0.000630957 0.0700009 1636.99 0.497566
0.000670914 0.0700009 1447.81 0.440817
0.0007134 0.0700009 1280.5 0.390614
0.000758578 0.0700009 1132.52 0.346199
0.000806616 0.0700009 1001.64 0.306904
0.000857696 0.0700009 885.887 0.272138
0.000912011 0.0700009 783.511 0.241377
0.000969765 0.0700009 692.965 0.214159
0.00103118 0.0700009 612.883 0.190074
0.00109648 0.0700009 542.056 0.16876
0.00116591 0.0700009 479.414 0.149897
0.00123975 0.0700009 424.011 0.133202
0.00131826 0.0700009 375.01 0.118425
0.00140174 0.0700009 331.672 0.105344
0.0014905 0.0700009 293.343 0.0937624
0.00158489 0.0700009 259.443 0.0835082
0.00168526 0.0700009 229.46 0.0744277
0.00179198 0.0700009 202.943 0.0663853
0.00190546 0.0700009 179.49 0.0592613
0.00202613 0.0700009 158.747 0.0529495
0.00215443 0.0700009 140.401 0.0473562
0.00229087 0.0700009 124.176 0.0423985
0.00243594 0.0700009 109.825 0.0380031
0.0025902 0.0700009 97.1331 0.034105
0.00275423 0.0700009 85.9078 0.030647
0.00292864 0.0700009 75.9797 0.0275783
0.00311411 0.0700009 67.1989 0.024854
0.00331131 0.0700009 59.4329 0.0224344
0.00352101 0.0700009 52.5643 0.0202844
0.00374398 0.0700009 46.4895 0.018373
0.00398107 0.0700009 41.1167 0.0166726
0.00423318 0.0700009 36.3648 0.0151591
0.00450125 0.0700009 32.1621 0.013811
0.0047863 0.0700009 28.4451 0.0126092
0.0050894 0.0700009 25.1576 0.0115369
0.0054117 0.0700009 22.25 0.0105794
0.0057544 0.0700009 19.6785 0.00972335
0.00611881 0.0700009 17.4041 0.00895724
0.00650629 0.0700009 15.3925 0.00827078
0.00691831 0.0700009 13.6135 0.00765486
0.00735642 0.0700009 12.04 0.00710144
0.00782228 0.0700009 10.6484 0.00660342
0.00831764 0.0700009 9.41754 0.0061545
0.00884437 0.0700009 8.32897 0.00574912
0.00940445 0.0700009 7.3662 0.00538236
0.01 0.0700009 6.51469 0.00504987
0.0106333 0.0700009 5.76159 0.00474779
0.0113066 0.0700009 5.09552 0.00447273
0.0120226 0.0700009 4.50643 0.00422167
0.012784 0.0700009 3.98542 0.00399196
0.0135936 0.0700009 3.52463 0.00378123
0.0144544 0.0700009 3.11708 0.0035874
0.0153697 0.0700009 2.75664 0.00340863
0.0163431 0.0700009 2.43786 0.00324329
0.017378 0.0700009 2.15591 0.00308995
0.0184785 0.0700009 1.90656 0.00294732
0.0196487 0.0700009 1.68602 0.00281428
0.020893 0.0700009 1.49097 0.00268984
0.022216 0.0700009 1.31846 0.0025731
0.0236229 0.0700009 1.1659 0.0024633
0.0251189 0.0700009 1.03096 0.00235974
0.0267096 0.0700009 0.911628 0.00226181
0.028401 0.0700009 0.806086 0.00216898
0.0301995 0.0700009 0.712743 0.00208077
0.0321119 0.0700009 0.63019 0.00199675
0.0341455 0.0700009 0.557181 0.00191655
0.0363078 0.0700009 0.492611 0.00183984
0.0386071 0.0700009 0.435507 0.00176634
0.0410519 0.0700009 0.385005 0.00169578
0.0436516 0.0700009 0.340342 0.00162794
0.0464159 0.0700009 0.300843 0.00156261
0.0493552 0.0700009 0.265912 0.00149963
0.0524807 0.0700009 0.235021 0.00143882
0.0558042 0.0700009 0.207703 0.00138005
0.0593381 0.0700009 0.183544 0.0013232
0.0630957 0.0700009 0.162181 0.00126816
0.0670914 0.0700009 0.14329 0.00121484
0.07134 0.0700009 0.126584 0.00116314
0.0758578 0.0700009 0.111812 0.001113
0.0806616 0.0700009 0.0987509 0.00106435
0.0857696 0.0700009 0.0872018 0.00101714
0.0912011 0.0700009 0.0769904 0.000971301
0.0969765 0.0700009 0.0679621 0.000926801
0.103118 0.0700009 0.0599803 0.000883597
0.109648 0.0700009 0.0529239 0.000841654
0.116591 0.0700009 0.0466861 0.000800943
0.123975 0.0700009 0.0411722 0.000761435
0.131826 0.0700009 0.0362987 0.000723107
0.140174 0.0700009 0.0319914 0.000685938
0.14905 0.0700009 0.028185 0.00064991
0.158489 0.0700009 0.0248215 0.000615007
0.168526 0.0700009 0.0218499 0.000581214
0.179198 0.0700009 0.0192248 0.000548519
0.190546 0.0700009 0.0169062 0.00051691
0.202613 0.0700009 0.0148586 0.000486378
0.215443 0.0700009 0.0130508 0.000456912
0.229087 0.0700009 0.011455 0.000428505
0.243594 0.0700009 0.0100467 0.000401149
0.25902 0.0700009 0.00880433 0.000374837
0.275423 0.0700009 0.00770861 0.000349561
0.292864 0.0700009 0.00674262 0.000325314
0.311411 0.0700009 0.00589135 0.000302089
0.331131 0.0700009 0.00514155 0.000279879
0.352101 0.0700009 0.00448147 0.000258675
0.374398 0.0700009 0.00390072 0.00023847
0.398107 0.0700009 0.00339013 0.000219255
0.423318 0.0700009 0.00294155 0.000201018
0.450125 0.0700009 0.0025478 0.000183751
0.47863 0.0700009 0.0022025 0.00016744
0.50894 0.0700009 0.00190003 0.000152072
0.54117 0.0700009 0.00163539 0.000137633
0.57544 0.0700009 0.00140416 0.000124106
0.611881 0.0700009 0.00120244 0.000111474
0.650629 0.0700009 0.00102674 9.97159e-05
0.691831 0.0700009 0.000874007 8.88117e-05
0.735642 0.0700009 0.000741509 7.87373e-05
0.782228 0.0700009 0.000626831 6.94677e-05
0.831764 0.0700009 0.000527831 6.09755e-05
0.884437 0.0700009 0.000442608 5.32316e-05
0.940445 0.0700009 0.000369473 4.62049e-05
1 0.0700009 0.000306928 3.98626e-05
1.06333 0.0700009 0.000253642 3.41702e-05
1.13066 0.0700009 0.000208434 2.90916e-05
1.20226 0.0700009 0.000170253 2.45896e-05
1.2784 0.0700009 0.000138169 2.06259e-05
1.35936 0.0700009 0.000111354 1.71614e-05
1.44544 0.0700009 8.90776e-05 1.41566e-05
1.53697 0.0700009 7.06906e-05 1.1572e-05
1.63431 0.0700009 5.5621e-05 9.36839e-06
1.7378 0.0700009 4.33648e-05 7.50705e-06
1.84785 0.0700009 3.34793e-05 5.9505e-06
1.96487 0.0700009 2.55776e-05 4.66261e-06
2.0893 0.0700009 1.93227e-05 3.60903e-06
2.2216 0.0700009 1.44235e-05 2.75748e-06
2.36229 0.0700009 1.06293e-05 2.078e-06
2.51189 0.0700009 7.72667e-06 1.54321e-06
2.67096 0.0700009 5.53516e-06 1.12838e-06
2.8401 0.0700009 3.90382e-06 8.11561e-07
3.01995 0.0700009 2.7078e-06 5.73559e-07
3.21119 0.0700009 1.84512e-06 3.9788e-07
3.41455 0.0700009 1.23367e-06 2.7061e-07
3.63078 0.0700009 8.08345e-07 1.80225e-07
3.86071 0.0700009 5.18364e-07 1.17381e-07
4.10519 0.0700009 3.24861e-07 7.46606e-08
4.36516 0.0700009 1.98669e-07 4.63071e-08
4.64159 0.0700009 1.18369e-07 2.79629e-08
4.93552 0.0700009 6.85928e-08 1.64123e-08
5.24807 0.0700009 3.85895e-08 9.34617e-09
5.58042 0.0700009 2.10365e-08 5.15407e-09
5.93381 0.0700009 1.10893e-08 2.74691e-09
6.30957 0.0700009 5.64056e-09 1.41183e-09
6.70914 0.0700009 2.76199e-09 6.98191e-10
7.134 0.0700009 1.2988e-09 3.3141e-10
7.58578 0.0700009 5.84993e-10 1.50604e-10
8.06616 0.0700009 2.51678e-10 6.53417e-11
8.57696 0.0700009 1.03122e-10 2.69875e-11
9.12011 0.0700009 4.01149e-11 1.0578e-11
9.69765 0.0700009 1.47663e-11 3.92175e-12
10.3118 0.0700009 5.12519e-12 1.37045e-12
10.9648 0.0700009 1.67107e-12 4.49712e-13
11.6591 0.0700009 5.09789e-13 1.38028e-13
12.3975 0.0700009 1.44896e-13 3.94571e-14
13.1826 0.0700009 3.81974e-14 1.04583e-14
14.0174 0.0700009 9.29483e-15 2.55797e-15
14.905 0.0700009 2.07714e-15 5.74413e-16
15.8489 0.0700009 4.2399e-16 1.17788e-16
16.8526 0.0700009 7.85976e-17 2.19297e-17
17.9198 0.0700009 1.31513e-17 3.68438e-18
19.0546 0.0700009 1.97334e-18 5.54975e-19
20.2613 0.0700009 2.63701e-19 7.44324e-20
21.5443 0.0700009 3.11528e-20 8.82346e-21
22.9087 0.0700009 3.22822e-21 9.173e-22
24.3594 0.0700009 2.91003e-22 8.29416e-23
25.902 0.0700009 2.26183e-23 6.46526e-24
27.5423 0.0700009 1.50164e-24 4.30401e-25
29.2864 0.0700009 8.43096e-26 2.42268e-26
31.1411 0.0700009 3.96073e-27 1.14089e-27
33.1131 0.0700009 1.5394e-28 4.44435e-29
35.2101 0.0700009 4.89092e-30 1.41507e-30
37.4398 0.0700009 1.25413e-31 3.63587e-32
39.8107 0.0700009 2.56039e-33 7.43703e-34
42.3318 0.0700009 4.10213e-35 1.19367e-35
45.0125 0.0700009 5.07905e-37 1.48044e-37
47.863 0.0700009 4.78116e-39 1.39583e-39
50.894 0.0700009 3.36295e-41 9.83268e-42
54.117 0.0700009 1.73511e-43 5.08031e-44
57.544 0.0700009 6.43906e-46 1.88784e-46
61.1881 0.0700009 1.68324e-48 4.9412e-49
65.0629 0.0700009 3.03148e-51 8.90951e-52
69.1831 0.0700009 3.67367e-54 1.08089e-54
73.5642 0.0700009 2.92135e-57 8.60437e-58
78.2228 0.0700009 1.48428e-60 4.37601e-61
83.1764 0.0700009 4.68352e-64 1.38209e-64
88.4437 0.0700009 8.90538e-68 2.63025e-68
94.0445 0.0700009 9.8815e-72 2.92095e-72
100 0.0700009 6.18399e-76 1.82939e-76

1e-06 0.0800008 6.38961e+08 195083
1.06333e-06 0.0800008 5.65121e+08 172538
1.13066e-06 0.0800008 4.99813e+08 152599
1.20226e-06 0.0800008 4.42053e+08 134964
1.2784e-06 0.0800008 3.90968e+08 119367
1.35936e-06 0.0800008 3.45786e+08 105573
1.44544e-06 0.0800008 3.05826e+08 93372.4
1.53697e-06 0.0800008 2.70484e+08 82581.9
1.63431e-06 0.0800008 2.39226e+08 73038.5
1.7378e-06 0.0800008 2.1158e+08 64597.9
1.84785e-06 0.0800008 1.87129e+08 57132.8
1.96487e-06 0.0800008 1.65504e+08 50530.3
2.0893e-06 0.0800008 1.46378e+08 44690.8
2.2216e-06 0.0800008 1.29462e+08 39526.2
2.36229e-06 0.0800008 1.14501e+08 34958.4
2.51189e-06 0.0800008 1.01269e+08 30918.5
2.67096e-06 0.0800008 8.95656e+07 27345.5
2.8401e-06 0.0800008 7.92151e+07 24185.3
3.01995e-06 0.0800008 7.00607e+07 21390.4
3.21119e-06 0.0800008 6.19643e+07 18918.5
3.41455e-06 0.0800008 5.48035e+07 16732.2
3.63078e-06 0.0800008 4.84702e+07 14798.5
3.86071e-06 0.0800008 4.28688e+07 13088.4
4.10519e-06 0.0800008 3.79147e+07 11575.8
4.36516e-06 0.0800008 3.35332e+07 10238.1
4.64159e-06 0.0800008 2.9658e+07 9054.95
4.93552e-06 0.0800008 2.62306e+07 8008.53
5.24807e-06 0.0800008 2.31993e+07 7083.04
5.58042e-06 0.0800008 2.05183e+07 6264.5
5.93381e-06 0.0800008 1.81471e+07 5540.56
6.30957e-06 0.0800008 1.605e+07 4900.28
6.70914e-06 0.0800008 1.41952e+07 4333.98
7.134e-06 0.0800008 1.25547e+07 3833.14
7.58578e-06 0.0800008 1.11039e+07 3390.17
8.06616e-06 0.0800008 9.82067e+06 2998.39
8.57696e-06 0.0800008 8.68576e+06 2651.89
9.12011e-06 0.0800008 7.68201e+06 2345.43
9.69765e-06 0.0800008 6.79425e+06 2074.39
1.03118e-05 0.0800008 6.00908e+06 1834.67
1.09648e-05 0.0800008 5.31465e+06 1622.65
1.16591e-05 0.0800008 4.70047e+06 1435.13
1.23975e-05 0.0800008 4.15727e+06 1269.28
1.31826e-05 0.0800008 3.67684e+06 1122.6
1.40174e-05 0.0800008 3.25193e+06 992.874
1.4905e-05 0.0800008 2.87613e+06 878.137
1.58489e-05 0.0800008 2.54375e+06 776.658
1.68526e-05 0.0800008 2.24979e+06 686.907
1.79198e-05 0.0800008 1.98979e+06 607.528
1.90546e-05 0.0800008 1.75985e+06 537.322
2.02613e-05 0.0800008 1.55647e+06 475.229
2.15443e-05 0.0800008 1.3766e+06 420.312
2.29087e-05 0.0800008 1.21752e+06 371.742
2.43594e-05 0.0800008 1.07682e+06 328.784
2.5902e-05 0.0800008 952375 290.79
2.75423e-05 0.0800008 842315 257.188
2.92864e-05 0.0800008 744974 227.468
3.11411e-05 0.0800008 658882 201.183
3.31131e-05 0.0800008 582740 177.936
3.52101e-05 0.0800008 515396 157.375
3.74398e-05 0.0800008 455835 139.19
3.98107e-05 0.0800008 403157 123.106
4.23318e-05 0.0800008 356567 108.882
4.50125e-05 0.0800008 315361 96.3006
4.7863e-05 0.0800008 278917 85.1736
5.0894e-05 0.0800008 246684 75.3324
5.4117e-05 0.0800008 218176 66.6284
5.7544e-05 0.0800008 192963 58.9303
6.11881e-05 0.0800008 170664 52.1218
6.50629e-05 0.0800008 150941 46.1001
6.91831e-05 0.0800008 133498 40.7743
7.35642e-05 0.0800008 118070 36.0639
7.82228e-05 0.0800008 104426 31.8978
8.31764e-05 0.0800008 92358 28.2132
8.84437e-05 0.0800008 81684.8 24.9543
9.40445e-05 0.0800008 72245 22.0721
0.0001 0.0800008 63896.1 19.5229
0.000106333 0.0800008 56512.1 17.2682
0.000113066 0.0800008 49981.3 15.2741
0.000120226 0.0800008 44205.3 13.5105
0.00012784 0.0800008 39096.8 11.9506
0.000135936 0.0800008 34578.6 10.571
0.000144544 0.0800008 30582.6 9.35073
0.000153697 0.0800008 27048.4 8.27151
0.000163431 0.0800008 23922.6 7.31698
0.00017378 0.0800008 21158 6.47275
0.000184785 0.0800008 18712.9 5.72605
0.000196487 0.0800008 16550.4 5.06563
0.00020893 0.0800008 14637.8 4.48151
0.00022216 0.0800008 12946.2 3.96487
0.000236229 0.0800008 11450.1 3.50792
0.000251189 0.0800008 10126.9 3.10376
0.000267096 0.0800008 8956.56 2.74628
0.00028401 0.0800008 7921.51 2.4301
0.000301995 0.0800008 7006.07 2.15044
0.000321119 0.0800008 6196.42 1.90308
0.000341455 0.0800008 5480.34 1.68429
0.000363078 0.0800008 4847.01 1.49076
0.000386071 0.0800008 4286.88 1.31958
0.000410519 0.0800008 3791.47 1.16816
0.000436516 0.0800008 3353.31 1.03423
0.000464159 0.0800008 2965.79 0.915755
0.000493552 0.0800008 2623.05 0.810955
0.000524807 0.0800008 2319.92 0.718249
0.000558042 0.0800008 2051.83 0.636239
0.000593381 0.0800008 1814.71 0.563691
0.000630957 0.0800008 1604.99 0.499509
0.000670914 0.0800008 1419.52 0.442728
0.0007134 0.0800008 1255.47 0.392493
0.000758578 0.0800008 1110.38 0.348047
0.000806616 0.0800008 982.064 0.308721
0.000857696 0.0800008 868.573 0.273923
0.000912011 0.0800008 768.197 0.243132
0.000969765 0.0800008 679.421 0.215883
0.00103118 0.0800008 600.904 0.191767
0.00109648 0.0800008 531.461 0.170424
0.00116591 0.0800008 470.043 0.151531
0.00123975 0.0800008 415.723 0.134807
0.00131826 0.0800008 367.68 0.12
0.00140174 0.0800008 325.19 0.10689
0.0014905 0.0800008 287.609 0.0952806
0.00158489 0.0800008 254.372 0.084998
0.00168526 0.0800008 224.975 0.0758894
0.00179198 0.0800008 198.976 0.0678192
0.00190546 0.0800008 175.981 0.0606676
0.00202613 0.0800008 155.644 0.0543285
